submission_date,state,tot_cases,conf_cases,new_case,tot_death,conf_death,new_death
2020-06-24,AR,17375,0,697,240,0,3
2020-09-05,TX,635315,0,4486,15232,0,68
2020-08-11,CO,52296,48485,295,1875,1533,12
2021-03-12,CO,450087,421782,1250,6024,5292,3
2020-06-11,UT,13429,13429,381,134,134,3
2021-04-10,OK,444659,351062,227,7198,6123,4
2020-03-09,CO,11,7,1,0,0,0
2021-01-13,HI,23141,0,93,309,0,3
2021-09-30,WV,240459,185759,1961,3670,0,28
2021-06-12,TX,2967034,0,1068,51174,0,16
2022-02-27,AR,819426,0,495,10497,0,32
2020-08-07,GA,214367,207001,4207,4117,4117,91
2020-07-05,HI,1012,0,7,19,0,0
2021-06-30,CO,560324,520561,419,6794,6000,6
2020-02-06,MA,1,0,0,0,0,0
2020-06-16,KS,11419,11419,0,245,0,0
2021-07-02,WV,164149,128234,52,2899,0,2
2022-02-14,HI,226510,0,483,1250,0,0
2021-05-03,MA,691735,648249,563,17632,17280,9
2021-08-31,MA,759869,709599,1775,18246,17874,17
2020-09-04,AR,64678,0,1174,873,0,12
2022-02-22,MA,1665586,1534071,4380,23157,22445,48
2020-12-23,CO,330943,314010,2583,4462,3831,93
2021-10-30,HI,81461,0,150,899,0,9
2021-02-13,MA,555895,527435,2083,15542,15231,36
2020-05-15,GA,34270,34249,613,1557,1557,30
2020-11-14,TX,1100479,0,11509,21450,0,135
2020-05-20,FL,47045,0,1187,2259,0,40
2020-11-15,UT,153808,153808,2667,718,705,8
2020-04-27,OK,4009,0,57,226,226,9
2022-01-12,OK,785760,583852,10591,11740,8868,0
2020-02-03,WV,0,0,0,0,0,0
2021-02-12,KS,286102,233686,1208,4364,0,61
2021-01-25,OK,396435,317052,1520,5975,5140,51
2020-06-17,FL,82707,0,2685,3199,0,33
2020-11-20,TX,1168925,0,13795,22463,0,175
2022-01-09,MA,1279928,1186137,0,20568,20106,0
2021-07-01,MA,710049,663898,83,17997,17633,3
2020-07-01,AR,21197,0,420,277,0,7
2020-08-19,HI,5818,0,235,43,0,2
2020-01-23,MA,0,0,0,0,0,0
2021-12-06,CO,843851,772792,5264,9380,8336,36
2021-09-13,TX,3815158,0,10143,58901,0,46
2020-07-08,FL,227267,0,8767,4518,0,137
2021-08-10,AR,407892,0,2620,6346,0,24
2021-12-01,WV,295949,229970,1155,4895,0,27
2021-09-04,CO,626352,579243,2048,7203,6388,9
2020-10-20,HI,14108,0,84,189,0,2
2020-05-21,AR,5458,0,455,110,0,3
2021-10-09,AK,117278,0,911,571,0,1
2020-02-07,AK,0,0,0,0,0,0
2020-02-03,GA,0,0,0,0,0,0
2021-11-13,OK,653624,495970,0,11072,8435,0
2020-08-01,HI,2217,0,45,26,0,0
2020-05-08,MA,75333,75333,1612,5263,5117,116
2020-11-03,UT,119375,119375,1669,620,613,6
2020-02-14,GA,0,0,0,0,0,0
2020-02-12,UT,0,0,0,0,0,0
2021-02-20,KS,290832,236146,0,4614,0,0
2021-12-17,AK,149173,0,401,915,0,1
2020-02-09,AR,0,0,0,0,0,0
2021-08-21,GA,1314108,1025158,7024,22220,19200,21
2021-03-02,TX,2655592,0,7747,46638,0,100
2021-11-01,AK,134167,0,1522,702,0,3
2020-05-29,WV,1972,1917,37,74,0,0
2021-03-12,OK,437581,345874,379,7040,5985,6
2020-07-08,CO,35683,32566,356,1704,1377,8
2021-07-31,FL,2634001,0,17863,39958,0,155
2020-02-21,WV,0,0,0,0,0,0
2021-04-09,CO,484139,452231,1886,6150,5416,7
2022-01-23,FL,5368215,0,35637,65966,0,199
2020-11-18,FL,894022,0,8955,18808,0,59
2020-04-26,MA,54938,54938,1590,3502,3406,155
2020-06-16,FL,80022,0,2424,3166,0,43
2020-09-23,KS,55226,52665,1267,621,0,21
2021-04-03,HI,30246,0,229,464,0,4
2020-06-22,KS,12465,12465,406,259,0,5
2020-02-14,AR,0,0,0,0,0,0
2021-09-26,FL,3569157,0,3748,57575,0,159
2020-02-21,KS,0,0,0,0,0,0
2020-12-26,KS,209689,176819,0,2507,0,0
2021-02-26,OK,432525,342078,391,6885,5857,14
2021-10-26,OK,642362,488706,2642,10732,8188,116
2021-03-09,AK,57370,0,90,329,0,0
2021-04-29,KS,308820,249584,310,4978,0,0
2021-11-06,AR,515979,0,455,8483,0,11
2022-01-02,MA,1140614,1059963,0,20273,19821,0
2020-10-03,AR,86525,0,746,1407,0,16
2020-01-28,CO,0,0,0,0,0,0
2021-08-26,TX,3513656,0,17029,54691,0,236
2020-03-24,OK,1026,0,89,10,10,0
2020-09-02,MA,121131,119426,288,9101,8895,17
2020-02-17,MA,1,0,0,0,0,0
2021-06-18,OK,455688,359501,153,7362,6273,0
2021-03-23,HI,28950,0,38,451,0,0
2020-05-23,OK,6708,0,96,337,337,6
2020-09-27,UT,70615,70615,1068,453,452,5
2021-10-24,TX,4194151,0,1516,69072,0,71
2020-11-11,TX,1065065,0,13166,20991,0,166
2021-08-19,GA,1297503,1012809,9836,22151,19131,48
2021-01-01,MA,375178,359445,0,12677,12409,64
2020-02-14,HI,0,0,0,0,0,0
2021-07-07,MA,710519,664307,91,18008,17643,3
2021-01-04,GA,696063,591106,5163,10971,9900,7
2022-01-15,MA,1426283,1318694,0,20939,20450,0
2021-05-10,FL,2232949,0,3296,36095,0,55
2021-12-07,AK,147103,0,0,853,0,0
2021-06-18,KS,316539,255297,98,5129,0,1
2022-02-09,GA,2424950,1883693,5447,33850,28358,185
2021-05-18,OK,451912,356568,149,7290,6209,2
2021-07-09,WV,164465,128474,66,2908,0,4
2020-04-12,CO,7506,6802,437,290,290,16
2020-07-11,OK,28092,0,901,490,488,8
2020-12-25,UT,260589,260589,0,1204,1182,0
2020-06-10,HI,679,0,6,17,0,0
2020-03-11,AK,0,0,0,0,0,0
2021-03-01,FL,1876832,0,6990,32142,0,86
2020-03-29,AR,443,0,34,6,0,1
2020-04-07,GA,8950,8945,1562,351,0,32
2020-04-15,TX,15492,0,868,519,0,36
2020-12-15,OK,268427,224380,4437,3736,3413,46
2020-10-26,FL,768600,0,4263,17565,0,41
2022-01-28,TX,6122432,0,38682,77780,0,225
2021-09-12,AR,475001,0,1116,7267,0,35
2021-12-14,MA,985946,916547,4685,19725,19304,62
2021-11-26,UT,592130,592130,2415,3487,3359,17
2020-12-09,OK,249713,210221,3404,3449,3180,58
2022-01-18,AK,172329,0,0,955,0,0
2021-06-29,KS,317878,256213,227,5150,0,0
2020-04-19,HI,576,0,4,10,0,1
2020-04-30,CO,15837,14159,847,777,652,11
2020-11-06,UT,127279,127279,2987,649,639,17
2021-01-26,AK,51991,0,83,308,0,1
2022-01-20,AK,182285,0,0,1018,0,0
2020-08-01,AR,43173,0,662,458,0,5
2021-11-26,HI,84334,0,19,1004,0,1
2021-07-23,AR,372313,0,1987,6041,0,6
2020-05-25,WV,1782,1742,11,73,0,1
2020-05-26,HI,636,0,0,17,0,0
2021-02-19,KS,290832,236146,2115,4614,0,93
2021-07-01,UT,415679,415679,540,2375,2304,4
2020-07-24,FL,404339,0,11839,7399,0,220
2021-11-02,MA,856494,798691,1264,19031,18633,28
2020-09-05,WV,11289,11093,252,243,0,0
2022-02-28,MA,1671292,1539526,1698,23424,22686,54
2020-03-25,GA,1540,1539,281,47,0,9
2020-02-12,OK,1,0,0,0,0,0
2021-06-09,TX,2962028,0,6493,51119,0,17
2020-04-30,AR,3255,0,63,61,0,2
2021-07-27,WV,166297,129831,189,2936,0,0
2021-02-06,TX,2476783,0,13897,42676,0,221
2022-01-14,TX,5402259,0,57874,75783,0,133
2021-05-29,TX,2943316,0,1081,50883,0,17
2020-05-02,AR,3372,0,62,72,0,8
2021-04-25,OK,447978,353535,130,7248,6169,2
2021-07-22,AK,70539,0,211,375,0,0
2020-09-11,UT,57511,57034,609,433,433,2
2021-09-12,WV,210289,161960,2244,3207,0,0
2020-07-31,CO,47787,44235,594,1838,1498,16
2021-08-27,KS,365773,293098,1726,5547,0,12
2021-02-28,KS,293663,238336,0,4735,0,0
2022-01-27,AK,199552,0,0,1048,0,0
2020-05-24,FL,50018,0,976,2410,0,36
2020-12-24,AR,211145,0,3204,3406,0,30
2021-01-08,AR,248860,0,2944,3966,0,40
2020-01-24,HI,0,0,0,0,0,0
2020-05-28,HI,641,0,3,17,0,0
2021-03-04,OK,434723,343741,407,6965,5927,14
2020-08-17,MA,114611,114611,213,8858,8653,15
2020-12-09,FL,1069836,0,11261,20601,0,101
2021-03-15,TX,2721126,0,2743,47807,0,83
2021-05-25,AR,340515,0,329,5824,0,4
2021-02-08,KS,282960,231651,1398,4197,0,96
2021-07-26,AR,375971,0,621,6077,0,23
2020-06-04,AR,8425,0,358,151,0,9
2020-05-03,AR,3431,0,59,76,0,4
2020-10-24,HI,14501,0,89,211,0,2
2021-01-20,AK,50958,0,161,304,0,1
2020-03-14,HI,7,0,3,0,0,0
2020-11-03,AK,16512,0,404,122,0,2
2020-03-12,CO,34,27,11,0,0,0
2021-04-23,OK,447619,353269,211,7244,6165,3
2020-01-22,AK,0,0,0,0,0,0
2020-07-28,MA,108740,108740,178,8587,8382,13
2020-08-14,CO,53400,49497,402,1888,1545,6
2020-10-19,MA,144488,141474,828,9789,9569,22
2020-04-28,KS,3491,3491,163,124,0,4
2020-04-22,GA,19925,19915,897,838,838,17
2020-01-25,TX,0,0,0,0,0,0
2020-06-07,AR,9426,0,325,154,0,0
2022-01-02,CO,929275,850355,0,10271,9089,0
2020-07-16,MA,106271,106271,143,8408,8204,11
2020-04-07,WV,412,0,67,4,0,0
2021-08-08,KS,341305,274695,889,5313,0,7
2020-06-21,UT,17825,17825,425,158,158,3
2020-08-25,FL,593921,0,3212,13304,0,131
2021-09-12,GA,1494874,1160232,5300,23845,20663,52
2021-03-30,GA,1057741,851306,1320,18987,16533,25
2020-12-25,AR,213267,0,2122,3438,0,32
2021-12-11,AR,538208,0,747,8840,0,9
2020-12-23,OK,296452,245510,3604,4127,3725,46
2022-02-07,AR,795071,0,729,9867,0,36
2021-04-02,WV,142653,112958,420,2688,0,5
2020-09-07,CO,60581,56039,247,1973,1623,1
2022-02-22,WV,485498,385259,575,6219,0,36
2020-11-20,MA,200949,194338,2399,10517,10287,31
2021-01-20,TX,2166283,0,31255,37876,0,338
2020-09-11,FL,645619,0,3132,15060,0,81
2021-05-31,CO,549191,511115,274,6580,5803,0
2021-02-06,KS,281562,230516,0,4101,0,0
2022-01-24,GA,2272461,1765900,42786,32389,27116,95
2022-02-25,WV,488359,387487,913,6308,0,20
2020-10-30,KS,85181,77342,3136,1029,0,22
2021-04-05,TX,2794483,0,959,48933,0,38
2020-10-16,TX,815678,0,5870,17971,0,73
2020-06-05,TX,71613,0,1693,2044,0,25
2020-11-08,AR,121866,0,1038,2085,0,17
2021-02-27,UT,370770,370770,686,1929,1873,22
2021-06-06,FL,2295068,0,1234,37233,0,26
2021-09-26,MA,805731,752170,1451,18549,18162,4
2021-10-08,WV,250800,194229,1469,3935,0,69
2020-08-17,GA,245486,236695,1957,4727,4727,25
2020-12-20,HI,19893,0,202,280,0,1
2020-12-06,CO,276728,262606,3691,3356,2839,-1
2021-01-22,KS,266653,219812,3241,3598,0,23
2020-03-22,TX,263,0,28,12,0,1
2020-06-12,MA,100811,0,307,7697,7499,39
2020-10-10,KS,65807,61856,0,763,0,0
2021-08-05,AK,73931,0,347,390,0,5
2020-08-28,AR,59583,0,838,756,0,17
2021-06-27,UT,413950,413950,282,2363,2293,8
2021-01-24,AK,51827,0,164,307,0,1
2020-05-23,KS,8958,8958,0,185,0,0
2021-09-07,WV,200308,154439,1008,3151,0,3
2021-06-14,FL,2307641,0,1384,37468,0,23
2021-03-12,AR,326499,0,459,5437,0,27
2020-04-21,WV,914,914,12,26,0,2
2020-03-01,GA,2,2,0,0,0,0
2021-12-26,TX,4499025,0,12559,74092,0,0
2021-03-23,KS,300125,242990,0,4850,0,0
2021-08-27,AR,446430,0,2866,6836,0,30
2020-07-30,CO,47193,43667,466,1822,1483,0
2021-02-22,FL,1838228,0,5593,31548,0,107
2020-03-28,WV,113,0,17,0,0,0
2021-05-23,AR,340137,0,97,5817,0,1
2020-12-16,CO,312625,296793,2974,4156,3570,71
2021-05-30,WV,161571,126330,142,2792,0,0
2021-06-28,MA,709810,663666,41,17992,17628,2
2021-04-19,CO,499203,465904,910,6201,5464,2
2020-12-03,TX,1333746,0,17552,24830,0,195
2020-12-30,CO,344340,326424,2103,4750,4111,63
2021-02-21,TX,2588101,0,4484,45462,0,145
2021-08-17,TX,3354048,0,23990,53196,0,96
2021-12-07,OK,674359,509086,1157,11272,8585,0
2021-04-12,KS,304719,246330,483,4930,0,-8
2020-10-28,CO,103434,95517,1407,2249,1861,13
2020-06-05,GA,49543,49511,799,2174,2174,27
2021-04-30,TX,2883227,0,3515,49945,0,32
2021-12-31,CO,929275,850355,10163,10271,9089,31
2021-11-07,UT,560604,560604,0,3286,3173,0
2020-08-01,KS,27812,27171,0,358,0,0
2021-01-04,TX,1811523,0,18182,32453,0,328
2021-09-18,GA,1528898,1184800,3784,24641,21298,64
2020-07-16,FL,319232,0,11075,5770,0,200
2020-06-04,GA,48744,48713,942,2147,2147,24
2021-10-14,AR,505297,0,781,8176,0,10
2021-04-11,CO,487166,454982,1366,6157,5424,2
2021-09-13,HI,70083,0,454,655,0,0
2021-10-18,AK,124751,0,691,642,0,16
2020-09-18,HI,11291,0,112,120,0,13
2020-10-29,KS,82045,74710,0,1007,0,0
2022-01-29,OK,963655,713834,0,12044,9037,0
2022-01-23,TX,5934240,0,58118,76875,0,77
2021-11-04,KS,438196,345039,0,6448,0,0
2020-12-18,HI,19539,0,122,279,0,1
2020-08-23,OK,57271,0,396,935,927,13
2022-01-08,WV,355872,278998,4184,5421,0,0
2021-05-31,TX,2943844,0,144,50928,0,19
2021-11-13,WV,282405,219658,540,4610,0,0
2020-10-17,AK,10814,0,210,91,0,2
2020-03-08,WV,0,0,0,0,0,0
2021-05-27,TX,2940203,0,1289,50837,0,29
2021-01-25,AK,51908,0,81,307,0,0
2021-07-11,OK,461811,363918,259,7413,6319,1
2020-10-18,GA,363775,339269,1258,7638,7638,31
2020-01-23,CO,0,0,0,0,0,0
2021-08-19,TX,3393841,0,13517,53564,0,194
2020-02-01,HI,0,0,0,0,0,0
2020-09-09,WV,11808,11564,147,254,0,4
2021-09-05,AK,87628,0,515,435,0,0
2021-08-23,MA,747153,697887,1142,18179,17809,2
2020-08-09,AK,3720,0,98,42,0,2
2020-02-14,MA,1,0,0,0,0,0
2021-08-17,CO,594539,550732,1114,7047,6237,6
2020-03-29,FL,4758,0,875,129,0,20
2021-01-01,KS,227745,190300,5312,2879,0,138
2021-11-20,MA,890733,829577,0,19268,18856,0
2021-01-28,FL,1661537,0,10863,28183,0,159
2021-03-12,UT,377492,377492,519,2017,1959,2
2021-03-19,AR,328273,0,228,5529,0,14
2021-08-17,AR,422866,0,2203,6539,0,41
2020-03-28,OK,1388,0,92,22,22,3
2021-10-14,CO,701989,646454,3179,7840,6966,12
2021-02-14,TX,2560060,0,6933,44267,0,172
2021-05-17,WV,158643,124252,175,2762,0,1
2020-03-22,WV,16,0,4,0,0,0
2021-12-16,HI,87241,0,384,1054,0,2
2020-09-09,KS,47410,45793,496,495,0,10
2020-11-13,AR,130318,0,2312,2148,0,4
2021-09-15,TX,3864455,0,24454,59608,0,411
2021-02-09,GA,947416,778049,3721,15301,13481,171
2021-08-11,MA,731821,683608,1440,18121,17751,9
2021-11-18,FL,3700968,0,1752,61503,0,23
2022-01-14,MA,1426283,1318694,14670,20939,20450,67
2020-07-18,KS,21965,21496,0,299,0,0
2020-12-14,FL,1118113,0,9428,21073,0,102
2021-02-16,WV,128117,102524,228,2216,0,4
2021-04-24,HI,32165,0,99,475,0,1
2020-06-22,UT,18135,18135,310,160,160,2
2020-03-13,OK,223,0,49,0,0,0
2020-02-24,FL,0,0,0,0,0,0
2021-04-06,MA,648023,609533,1803,17355,17005,14
2020-12-24,GA,618576,531954,10286,10582,9607,63
2021-05-02,AK,65587,0,89,341,0,0
2020-09-04,UT,54646,54180,585,420,420,4
2020-05-03,KS,5030,5030,284,134,0,3
2020-02-23,KS,0,0,0,0,0,0
2020-09-16,CO,63920,58926,492,2002,1651,6
2021-03-31,TX,2783305,0,4497,48724,0,47
2021-05-19,FL,2260169,0,2915,36526,0,48
2021-10-11,OK,628298,480579,824,9404,7902,49
2020-07-23,KS,24104,23586,0,308,0,0
2021-11-18,WV,286249,222561,1114,4717,0,19
2021-12-27,AK,150643,0,828,945,0,0
2020-03-23,HI,93,0,14,0,0,0
2022-01-13,GA,2093376,1622845,24310,31875,26709,74
2022-01-17,WV,390788,307959,3673,5535,0,19
2021-07-12,WV,164625,128575,56,2910,0,2
2021-07-04,MA,710282,664111,72,18000,17636,1
2020-05-04,HI,614,0,3,17,0,0
2021-06-20,UT,411610,411610,288,2330,2260,2
2021-04-08,OK,444222,350727,238,7187,6113,12
2020-11-23,AR,146190,0,1017,2387,0,30
2021-01-09,AR,251746,0,2886,4010,0,44
2021-01-14,GA,791324,660720,9036,11975,10721,172
2020-10-27,FL,772650,0,4050,17609,0,44
2021-02-12,CO,421544,396669,1425,5790,5071,9
2022-01-05,UT,663654,663654,7247,3863,3708,52
2021-02-13,KS,286102,233686,0,4364,0,0
2022-01-06,AR,596409,0,7787,9278,0,22
2022-01-11,OK,775169,576927,5507,11740,8868,90
2021-03-12,KS,297748,241369,519,4824,0,-27
2021-10-27,AR,511467,0,559,8325,0,19
2022-02-23,CO,1308351,1191698,1667,11729,10303,24
2020-07-26,CO,45150,41734,582,1794,1458,0
2020-01-30,FL,0,0,0,0,0,0
2020-10-01,OK,95603,90124,1309,1386,1370,12
2020-07-12,WV,4244,4128,98,96,0,0
2021-02-12,AK,54394,0,131,310,0,0
2020-08-13,WV,8151,7985,143,153,0,0
2021-07-24,UT,427552,427552,567,2429,2358,2
2020-08-31,GA,280769,268533,1720,5633,5633,29
2020-11-18,AK,24634,0,575,162,0,2
2020-08-10,UT,45006,44642,292,347,347,10
2020-07-23,UT,36889,36598,635,267,267,4
2020-12-12,UT,231821,231821,3692,1038,1020,13
2021-10-03,UT,512409,512409,1100,2947,2848,2
2021-07-30,FL,2616138,0,19993,39803,0,151
2022-01-10,CO,1040510,952756,51101,10466,9247,41
2020-12-06,KS,168295,144285,-91,1786,0,0
2021-10-25,MA,846044,789316,3392,18931,18540,20
2022-02-22,CO,1306684,1190317,5073,11705,10291,24
2021-12-04,FL,3726102,0,1658,61871,0,19
2021-06-29,FL,2335284,0,2499,37857,0,30
2020-04-16,MA,32181,0,2263,1763,1714,177
2021-08-31,KS,371073,297534,2097,5557,0,0
2021-12-18,WV,313890,244473,1198,5164,0,0
2020-05-04,OK,4746,0,35,267,267,3
2020-03-26,UT,402,0,56,2,0,1
2020-10-10,TX,790060,0,4230,17548,0,70
2021-08-01,AR,388436,0,1984,6157,0,16
2022-01-26,TX,6048954,0,30734,77321,0,263
2020-09-01,UT,53150,52697,358,408,408,0
2020-12-04,WV,52172,44058,1147,799,0,10
2020-04-20,AK,321,0,2,9,0,0
2020-08-19,AK,4454,0,73,50,0,0
2020-08-12,AK,3898,0,61,43,0,1
2022-01-06,HI,127085,0,4700,1087,0,4
2021-01-15,CO,381850,360990,2137,5343,4659,27
2021-08-06,HI,43377,0,607,537,0,2
2021-07-17,WV,165013,128927,80,2919,0,0
2021-07-28,GA,1171233,926707,3828,21654,18691,10
2021-06-26,AR,347575,0,321,5894,0,1
2020-06-16,GA,58590,57943,870,2529,2529,35
2020-05-18,MA,87052,87052,1042,6365,6185,97
2021-11-20,OK,659585,499624,0,11107,8466,0
2020-03-14,AK,1,0,0,0,0,0
2021-09-02,OK,560850,434941,3080,8090,6892,17
2022-02-26,AR,818931,0,810,10465,0,40
2021-11-16,WV,284165,220961,604,4676,0,40
2022-02-09,HI,222974,0,470,1221,0,7
2020-08-28,MA,117888,117888,438,9023,8817,15
2022-01-11,FL,4901166,0,71252,63661,0,147
2020-10-22,MA,147215,143927,1049,9846,9624,16
2020-02-04,UT,0,0,0,0,0,0
2021-10-27,MA,848947,791705,1435,18970,18577,14
2021-09-21,AK,98891,0,830,465,0,6
2021-12-30,WV,328162,255707,2648,5336,0,31
2021-04-28,HI,32465,0,68,479,0,3
2020-12-09,GA,517779,456113,5512,9921,9073,48
2021-04-29,AR,335529,0,240,5735,0,9
2022-01-02,AK,151583,0,0,947,0,0
2021-09-23,AR,489856,0,1540,7548,0,20
2021-07-30,MA,719780,672488,931,18082,17714,3
2020-10-16,UT,91957,91957,1496,537,532,8
2021-04-12,FL,2093007,0,9115,34597,0,60
2021-08-01,MA,721182,673856,701,18082,17714,0
2020-08-04,HI,2738,0,171,27,0,1
2021-07-19,HI,37839,0,122,520,0,0
2021-04-30,KS,309130,249723,310,4982,0,4
2020-02-03,OK,0,0,0,0,0,0
2021-08-22,WV,179189,138983,828,3012,0,2
2020-08-09,FL,523650,0,4082,10791,0,172
2021-12-12,GA,1678746,1295855,0,30823,25940,0
2021-12-05,OK,672227,507757,0,11272,8585,0
2022-01-09,CO,989409,905050,0,10425,9213,0
2021-12-24,WV,319035,248512,0,5251,0,0
2022-02-13,AR,806877,0,801,10065,0,40
2021-03-29,HI,29608,0,80,459,0,0
2020-04-29,AK,355,0,4,9,0,0
2022-02-23,OK,1018328,749410,1383,12990,9379,0
2021-06-09,KS,315500,254578,201,5103,0,3
2022-02-13,MA,1648656,1518669,0,22791,22122,0
2020-12-29,TX,1715978,0,32552,30720,0,282
2021-09-22,WV,227506,175209,1734,3467,0,26
2021-09-25,MA,804280,750805,1451,18545,18158,4
2021-12-19,AR,543648,0,406,8956,0,14
2021-03-28,MA,629531,592778,1975,17152,16811,22
2020-12-20,KS,200426,171389,0,2341,0,0
2021-01-25,CO,398027,375748,1226,5512,4808,7
2021-11-15,FL,3695353,0,1757,61426,0,26
2021-10-30,MA,851922,794382,0,18996,18601,0
2020-12-30,UT,271940,271940,2614,1256,1233,21
2020-02-11,CO,0,0,0,0,0,0
2022-02-04,AK,217366,0,3760,1060,0,0
2021-01-22,AK,51422,0,265,306,0,2
2021-05-03,AK,65678,0,91,342,0,1
2022-02-04,MA,1630462,1502248,4758,22379,21755,63
2021-01-06,CO,359792,340707,2210,4991,4333,0
2021-01-08,HI,22372,0,239,301,0,4
2021-08-31,AR,452891,0,2626,6934,0,22
2020-07-10,UT,28963,28723,909,213,213,4
2020-10-06,CO,76017,70106,623,2081,1718,12
2021-04-16,AK,63262,0,181,341,0,0
2020-09-15,WV,12976,12672,156,280,0,5
2022-01-31,OK,979349,725411,15694,12193,9085,149
2021-09-18,UT,492116,492116,1131,2792,2704,5
2020-06-01,MA,97291,0,326,7273,7077,34
2022-01-21,UT,825989,825989,11601,4030,3871,11
2021-04-21,AR,333709,0,0,5706,0,0
2020-12-16,OK,272175,227206,3748,3783,3453,47
2021-06-02,UT,406482,406482,200,2305,2235,3
2020-11-18,MA,195868,189518,2904,10467,10237,26
2020-12-31,HI,21026,0,175,286,0,3
2021-09-04,UT,470593,470593,1164,2665,2583,6
2021-01-20,FL,1578152,0,12675,26770,0,176
2020-11-14,CO,167275,156915,5396,2525,2116,21
2021-09-28,GA,1569405,1216039,3865,25757,22228,137
2020-08-28,TX,601768,0,4031,14508,0,114
2020-03-06,FL,8,0,0,4,0,1
2020-05-21,TX,52268,0,945,1654,0,24
2021-04-30,FL,2195892,0,5412,35564,0,56
2020-02-18,GA,0,0,0,0,0,0
2022-01-31,WV,446771,354594,1710,5763,0,20
2020-04-06,AR,915,0,62,16,0,0
2021-05-31,HI,35035,0,27,497,0,0
2021-03-06,OK,435419,344255,332,6991,5947,19
2022-02-03,TX,6308728,0,28145,78981,0,323
2021-11-30,UT,595801,595801,1195,3528,3400,20
2021-02-04,GA,928070,763077,5706,14756,13048,169
2021-12-08,GA,1675453,1293370,2371,30755,25874,31
2020-05-11,GA,32005,31988,459,1442,1442,38
2020-06-10,GA,52910,52704,804,2329,2329,44
2021-07-06,FL,2354416,0,4011,38086,0,38
2020-08-08,CO,51400,47652,454,1857,1516,0
2021-02-27,AR,319195,0,557,5417,0,10
2020-10-24,WV,21712,20427,320,422,0,0
2020-11-06,TX,1017677,0,9239,20283,0,146
2020-08-18,TX,550232,0,7282,13309,0,147
2021-01-21,KS,263412,217573,0,3575,0,0
2020-09-20,FL,668709,0,1634,15668,0,63
2020-08-31,UT,52792,52344,284,408,408,2
2020-01-26,UT,0,0,0,0,0,0
2021-03-14,AK,58117,0,107,331,0,0
2021-12-13,HI,86372,0,147,1047,0,0
2020-11-17,AR,135902,0,1554,2245,0,20
2021-04-30,OK,449170,354418,203,7256,6176,0
2021-03-07,WV,133445,106629,155,2325,0,2
2021-09-03,TX,3661361,0,26615,56598,0,302
2022-01-30,AK,205241,0,0,1052,0,0
2020-08-19,KS,35890,34942,723,411,0,6
2020-09-11,KS,48386,46626,976,511,0,16
2021-11-21,OK,659585,499624,0,11107,8466,0
2021-05-07,OK,450510,355454,166,7271,6191,2
2020-12-19,FL,1174799,0,8131,21616,0,94
2022-01-28,KS,722824,544746,12986,7522,0,134
2021-05-24,AK,67199,0,32,362,0,0
2020-11-06,WV,27087,24672,540,487,0,7
2020-02-19,CO,0,0,0,0,0,0
2021-06-29,CO,559905,520204,309,6788,5994,12
2020-08-27,CO,57271,53053,366,1931,1585,4
2021-04-11,HI,31045,0,89,468,0,0
2020-05-26,FL,50991,0,474,2473,0,27
2020-04-17,AK,309,0,9,9,0,0
2020-05-14,WV,1434,1434,30,62,0,3
2021-12-18,FL,3791500,0,10875,62191,0,25
2021-11-10,AK,138983,0,448,801,0,9
2020-04-20,TX,19458,0,535,673,0,26
2020-03-09,WV,0,0,0,0,0,0
2020-11-15,OK,175799,154009,2217,2346,2245,39
2021-06-25,MA,709682,663538,60,17987,17623,1
2021-07-10,WV,164517,128507,52,2908,0,0
2021-01-31,CO,406507,383400,1202,5594,4882,0
2021-10-19,AR,507759,0,661,8221,0,19
2021-05-22,UT,404246,404246,262,2290,2220,1
2022-02-08,WV,466125,369938,1495,5900,0,23
2021-10-19,CO,712125,655643,1983,7949,7070,32
2022-02-05,AR,793361,0,1631,9793,0,31
2020-12-04,UT,209170,209170,3005,925,907,8
2020-11-07,AR,120828,0,1598,2068,0,12
2020-06-24,KS,12970,12703,505,261,0,2
2021-03-14,UT,378379,378379,396,2027,1969,6
2021-03-07,CO,445126,417489,884,5989,5256,3
2020-02-21,UT,0,0,0,0,0,0
2020-05-08,WV,1323,1323,26,52,0,1
2021-05-18,UT,402988,402988,257,2271,2201,12
2021-07-07,AK,68674,0,40,370,0,0
2021-10-02,MA,814715,760486,1116,18651,18264,4
2020-10-09,GA,350033,327589,2011,7348,7348,54
2021-08-20,MA,743735,694552,1533,18175,17805,6
2021-03-31,CO,470153,439618,1367,6107,5379,8
2020-04-01,TX,3996,0,730,122,0,21
2020-02-07,AR,0,0,0,0,0,0
2020-10-17,HI,13907,0,94,186,0,1
2020-11-07,HI,15707,0,123,219,0,1
2021-04-21,CO,502604,468944,1687,6215,5476,4
2021-05-17,UT,402731,402731,164,2259,2192,1
2021-01-14,UT,317559,317559,2742,1460,1421,11
2020-07-06,KS,16901,16507,982,280,0,3
2020-10-22,AK,11921,0,239,95,0,0
2022-01-31,AR,776759,0,8698,9628,0,12
2021-05-11,TX,2909829,0,3966,50328,0,36
2020-11-28,GA,467564,418936,3038,9424,8775,44
2021-12-20,TX,4423658,0,10612,73865,0,6
2022-01-19,UT,802780,802780,12564,3997,3838,18
2021-02-19,OK,429053,339545,641,6752,5745,16
2020-04-12,WV,611,0,20,8,0,2
2021-07-09,UT,418976,418976,655,2393,2322,4
